transport,name,line,weight,is_hub,base_occupancy
rtp,AUGUSTO ROD?N,1-D,1.0,False,0.2
rtp,SANCHEZ AZCONA,1-D,1.0,False,0.2
rtp,SUR 69 A,1-D,1.0,False,0.2
rtp,SUR 77 A,1-D,1.0,False,0.2
rtp,VIA LACTEA,1-D,1.0,False,0.2
rtp,AURIGA,1-D,1.0,False,0.2
rtp,AVENA,1-D,1.0,False,0.2
rtp,MAIZ,1-D,1.0,False,0.2
rtp,AVENIDA TLAHUAC,1-D,1.0,False,0.2
rtp,ANTIGUO CAMINO A LOS REYES METRO ATLALILCO,1-D,1.0,False,0.2
rtp,SAN FELIPE,1-D,1.0,False,0.2
rtp,METRO UAM (AV SAN LORENZO),1-D,1.0,False,0.2
rtp,HORTENCIA,1-D,1.0,False,0.2
rtp,REFORMA URBANA,1-D,1.0,False,0.2
rtp,CAMINO A MINAS,1-D,1.0,False,0.2
rtp,AVENIDA LAS TORRES,1-D,1.0,False,0.2
rtp,CALLE 12 METROS,1-D,1.0,False,0.2
rtp,EMILIANO ZAPATA UACM,1-D,1.0,False,0.2
rtp,MEXICO TEXCOCO,1-D,1.0,False,0.2
rtp,CETRAM CONSTITUCI?N DE 1917 ANDEN B,161,1.0,False,0.2
rtp,A. PL.,161,1.0,False,0.2
rtp,I. ALTAMIRANO,161,1.0,False,0.2
rtp,MARIANO MATAMOROS,161,1.0,False,0.2
rtp,POSOS TINACOS,161,1.0,False,0.2
rtp,PALMITAS (VOCACIONAL 7),161,1.0,False,0.2
rtp,EJE 6 SUR AVENIDA DE LAS TORRES,161,1.0,False,0.2
rtp,AV. DE LAS TORRES,161,1.0,False,0.2
rtp,NEXTLALPAN,161,1.0,False,0.2
rtp,CARRIL,161,1.0,False,0.2
rtp,ALDAMA,161,1.0,False,0.2
rtp,CHOPO,161,1.0,False,0.2
rtp,PINO,161,1.0,False,0.2
rtp,CEDRO,161,1.0,False,0.2
rtp,GLADIOLAS,161,1.0,False,0.2
rtp,CELESTE,161,1.0,False,0.2
rtp,SATURNO,161,1.0,False,0.2
rtp,MARTE,161,1.0,False,0.2
rtp,PLANETA (CANUTILLO),161,1.0,False,0.2
rtp,JARRITO,161,1.0,False,0.2
rtp,ZARZAMORA,161,1.0,False,0.2
rtp,NOCHEBUENA,161,1.0,False,0.2
rtp,GIRASOL / GLADIOLAS,161,1.0,False,0.2
rtp,CHIQUIHUITE,161,1.0,False,0.2
rtp,PLANETA (CERRADA DE CA?ADA),161,1.0,False,0.2
rtp,TERCERA CERRADA,161,1.0,False,0.2
rtp,CORRALEJO,161,1.0,False,0.2
rtp,CALLE 5,161,1.0,False,0.2
rtp,LUNA,161,1.0,False,0.2
rtp,CARYA,161,1.0,False,0.2
rtp,CEDROS,161,1.0,False,0.2
rtp,BAMBU,161,1.0,False,0.2
